CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Year,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,CRN_Attributes
20952,MUSA,6V50,1,Fall,2021,VOICE (1 HR),"Garst, John D",,0,2359,,1500,1550,"CAMA,CAWF"
20953,MUSA,6V50,2,Fall,2021,VOICE (2 HRS),"Garst, John D",,0,2359,,1500,1550,"CAMA,CAWF"
20954,MUSA,6V50,4,Fall,2021,VOICE (4 HRS),"Garst, John D",,0,2359,,1500,1550,"CAMA,CAWF"
24082,MUSA,6V50,1,Fall,2021,VOICE,"Banister, Suzanne R",,0,2359,,,,"CAMA,CAWF"
25838,MUSA,6V50,1,Fall,2021,VOICE,,,,,,,,"CAMA,CAWF"
25839,MUSA,6V50,2,Fall,2021,VOICE,,,,,,,,"CAMA,CAWF"
25840,MUSA,6V50,4,Fall,2021,VOICE,,,,,,,,"CAMA,CAWF"
25401,MUSA,6V60,1,Fall,2021,COMPOSITION (1 Hour),"Dickinson, Paul J",,0,2359,F,1000,1050,"CAMA,CAWF"
25402,MUSA,6V60,2,Fall,2021,COMPOSITION (2 hours),"Dickinson, Paul J",,0,2359,F,1000,1050,"CAMA,CAWF"
25403,MUSA,6V60,4,Fall,2021,COMPOSITION (4 hours),"Dickinson, Paul J",,0,2359,F,1000,1050,"CAMA,CAWF"
12828,MUSE,2101,1,Fall,2021,MARCHING BAND,"Douglas, Brantley T",MWF,1600,1750,,,,CAWF
13083,MUSE,2102,1,Fall,2021,WIND ENSEMBLE,"Hancock, Michael E",TR,1215,1330,,,,CAWF
15257,MUSE,2103,1,Fall,2021,SYMPHONIC BAND,"Douglas, Brantley T",TR,1605,1720,,,,CAWF
12831,MUSE,2104,1,Fall,2021,JAZZ ENSEMBLE,"Cook, Justin H",MWF,1200,1250,,,,CAWF
12832,MUSE,2104,1,Fall,2021,JAZZ ENSEMBLE,"Taylor, Matthew J",MWF,1200,1250,,,,CAWF
12841,MUSE,2105,1,Fall,2021,WOODWIND CHAMBER MUSIC -SAX,"Taylor, Matthew J",,0,2359,,,,CAWF
12844,MUSE,2105,1,Fall,2021,WOODWIND CHAMBER MUS-OBOE/BASS,"Duso Kitts, Lorraine C",,0,2359,,,,CAWF
12847,MUSE,2105,1,Fall,2021,WOODWIND CHAMBER MUS-Clarinet,"Johnson, Kelly A",,1400,1450,,,,CAWF
12850,MUSE,2105,1,Fall,2021,WOODWIND CHAMBER MUSIC-Flute,"Brown, Carolyn K",,0,2359,,,,CAWF
12856,MUSE,2106,1,Fall,2021,BRASS CHAMBER MUSIC-Horn,"Shires, Brent A",MW,1400,1450,,,,CAWF
12861,MUSE,2106,1,Fall,2021,BRASS CHAMBER MUSIC-Trumpet,"Ahlhorn, Charles R",,1400,1450,,,,CAWF
12882,MUSE,2106,1,Fall,2021,BRASS CHAMBER MUSIC-Trombone,"Cook, Justin H",MW,1400,1450,,,,CAWF
12898,MUSE,2106,1,Fall,2021,BRASS CHAMBER MUSIC-Tuba/Eupho,"Robertson, Gail A",MW,1400,1450,,,,CAWF
12838,MUSE,2107,1,Fall,2021,TRADITIONAL JAZZ BAND,"Ahlhorn, Charles R",,1440,1555,,,,CAWF
23389,MUSE,2107,1,Fall,2021,JAZZ COMBO,"Taylor, Matthew J",M,1830,2100,,,,CAWF
12887,MUSE,2110,1,Fall,2021,CONCERT CHOIR,"Coker, Kevin L",TR,1215,1330,MWF,1300,1350,CAWF
12855,MUSE,2111,1,Fall,2021,UNIVERSITY CHORUS,"Mayhew, Paul J",TR,1440,1555,,,,CAWF
12862,MUSE,2112,1,Fall,2021,OPERA,"Holden, Robert",TR,1605,1720,,,,CAWF
24855,MUSE,2113,1,Fall,2021,CHAMBER SINGERS,"Coker, Kevin L",MW,1600,1730,,,,CAWF
12866,MUSE,2120,1,Fall,2021,SYMPHONY,"Getzov, Israel L",TR,1440,1555,M,1900,2130,CAWF
12872,MUSE,2121,1,Fall,2021,STRING CHAMBER MUSIC,"Hsu, Linda Y",TR,1605,1720,,,,CAWF
13681,MUSE,2121,1,Fall,2021,STRING CHAMBER MUSIC,"Emerson, Smokey J",,,,,,,CAWF
23449,MUSE,2121,1,Fall,2021,STRING CHAMBER MUSIC,"Schnackel, Joel S",TR,1605,1720,,,,CAWF
12875,MUSE,2130,1,Fall,2021,PERCUSSION ENSEMBLE/STEEL BAND,"Tyson, Blake W",MWF,1300,1350,,,,CAWF
12883,MUSE,2140,1,Fall,2021,ACCOMPANYING,"Murakami, Kazuo",,700,2200,,,,CAWF
12889,MUSE,2141,1,Fall,2021,PIANO CHAMBER MUSIC,"Murakami, Kazuo",,0,2359,,,,CAWF
12890,MUSE,2141,1,Fall,2021,PIANO CHAMBER MUSIC,"Rutman, Neil C",,0,2359,,,,CAWF
12829,MUSE,4101,1,Fall,2021,MARCHING BAND,"Douglas, Brantley T",MWF,1600,1750,,,,CAWF
13084,MUSE,4102,1,Fall,2021,WIND ENSEMBLE,"Hancock, Michael E",TR,1215,1330,,,,CAWF
15258,MUSE,4103,1,Fall,2021,SYMPHONIC BAND,"Douglas, Brantley T",TR,1605,1720,,,,CAWF
12833,MUSE,4104,1,Fall,2021,JAZZ ENSEMBLE,"Cook, Justin H",MWF,1200,1250,,,,CAWF
12834,MUSE,4104,1,Fall,2021,JAZZ ENSEMBLE,"Taylor, Matthew J",MWF,1200,1250,,,,CAWF
12842,MUSE,4105,1,Fall,2021,WOODWIND CHAMBER MUSIC,"Taylor, Matthew J",,0,2359,,,,CAWF
12845,MUSE,4105,1,Fall,2021,WOODWIND CHAMBER MUSIC,"Duso Kitts, Lorraine C",,0,2359,,,,CAWF
12848,MUSE,4105,1,Fall,2021,WOODWIND CHAMBER MUSIC,"Johnson, Kelly A",,1400,1450,,,,CAWF
12851,MUSE,4105,1,Fall,2021,WOODWIND CHAMBER MUSIC,"Brown, Carolyn K",,0,2359,,,,CAWF
12858,MUSE,4106,1,Fall,2021,BRASS CHAMBER MUSIC,"Cook, Justin H",MW,1400,1450,,,,CAWF
12863,MUSE,4106,1,Fall,2021,BRASS CHAMBER MUSIC,"Ahlhorn, Charles R",MW,1400,1450,,,,CAWF
12884,MUSE,4106,1,Fall,2021,BRASS CHAMBER MUSIC,"Shires, Brent A",,1400,1450,,,,CAWF
12899,MUSE,4106,1,Fall,2021,BRASS CHAMBER MUSIC,"Robertson, Gail A",,1400,1450,,,,CAWF
12839,MUSE,4107,1,Fall,2021,TRADITIONAL JAZZ BAND,"Ahlhorn, Charles R",,1440,1555,,,,CAWF
23390,MUSE,4107,1,Fall,2021,JAZZ COMBO,"Taylor, Matthew J",M,1830,2100,,,,CAWF
12852,MUSE,4110,1,Fall,2021,CONCERT CHOIR,"Coker, Kevin L",TR,1215,1330,MWF,1300,1350,CAWF
12857,MUSE,4111,1,Fall,2021,UNIVERSITY CHORUS,"Mayhew, Paul J",TR,1440,1555,,,,CAWF
12864,MUSE,4112,1,Fall,2021,OPERA,"Holden, Robert",TR,1605,1720,,,,CAWF
24856,MUSE,4113,1,Fall,2021,CHAMBER SINGERS,"Coker, Kevin L",MW,1600,1730,,,,CAWF
12868,MUSE,4120,1,Fall,2021,SYMPHONY,"Getzov, Israel L",TR,1440,1555,M,1900,2130,CAWF
12873,MUSE,4121,1,Fall,2021,STRING CHAMBER MUSIC,"Hsu, Linda Y",TR,1605,1720,,,,CAWF
13682,MUSE,4121,1,Fall,2021,STRING CHAMBER MUSIC,"Emerson, Smokey J",,,,,,,CAWF
24629,MUSE,4121,1,Fall,2021,STRING CHAMBER MUSIC,"Schnackel, Joel S",TR,1605,1720,,,,CAWF
12878,MUSE,4130,1,Fall,2021,PERCUSSION ENSEMBLE/STEEL BAND,"Tyson, Blake W",MWF,1300,1350,,,,CAWF
12885,MUSE,4140,1,Fall,2021,ACCOMPANYING,"Murakami, Kazuo",,700,2200,,,,CAWF
12891,MUSE,4141,1,Fall,2021,PIANO CHAMBER MUSIC,"Murakami, Kazuo",,0,2359,,,,CAWF
12892,MUSE,4141,1,Fall,2021,PIANO CHAMBER MUSIC,"Rutman, Neil C",,0,2359,,,,CAWF
21135,MUSE,6101,1,Fall,2021,MARCHING BAND GRADUATE,"Douglas, Brantley T",,1600,1750,,,,CAWF
21136,MUSE,6102,1,Fall,2021,WIND ENSEMBLE GRADUATE,"Hancock, Michael E",TR,1215,1330,,,,CAWF
21137,MUSE,6103,1,Fall,2021,SYMPHONIC BAND GRADUATE,"Douglas, Brantley T",TR,1605,1720,,,,CAWF
21138,MUSE,6104,1,Fall,2021,JAZZ ENSEMBLE GRADUATE,"Cook, Justin H",,1200,1250,,,,CAWF
21139,MUSE,6104,1,Fall,2021,JAZZ ENSEMBLE GRADUATE,"Taylor, Matthew J",MWF,1200,1250,,,,CAWF
21140,MUSE,6105,1,Fall,2021,WOODWIND CHAMBER MUSIC GRAD,"Brown, Carolyn K",,0,2359,,,,CAWF
21141,MUSE,6105,1,Fall,2021,WOODWIND CHAMBER MUSIC GRAD,"Johnson, Kelly A",MW,1400,1450,,,,CAWF
21142,MUSE,6105,1,Fall,2021,WOODWIND CHAMBER MUSIC GRAD,"Duso Kitts, Lorraine C",,0,2359,,,,CAWF
21143,MUSE,6105,1,Fall,2021,WOODWIND CHAMBER MUSIC GRAD,"Taylor, Matthew J",,0,2359,,,,CAWF
21145,MUSE,6106,1,Fall,2021,BRASS CHAMBER MUSIC GRAD,"Shires, Brent A",MW,1400,1450,,,,CAWF
21146,MUSE,6106,1,Fall,2021,BRASS CHAMBER MUSIC GRAD,"Robertson, Gail A",MW,1400,1450,,,,CAWF
21147,MUSE,6106,1,Fall,2021,BRASS CHAMBER MUSIC GRAD,"Cook, Justin H",MW,1400,1450,,,,CAWF
25909,MUSE,6106,1,Fall,2021,BRASS CHAMBER MUSIC,"Ahlhorn, Charles R",,1400,1450,,,,CAWF
21148,MUSE,6107,1,Fall,2021,TRADITIONAL JAZZ BAND,"Ahlhorn, Charles R",,1440,1555,,,,CAWF
23391,MUSE,6107,1,Fall,2021,JAZZ COMBO,"Buckingham, Julia F",,1830,2100,,,,CAWF
21151,MUSE,6110,1,Fall,2021,CONCERT/CHAMBER CHOIR GRAD,"Coker, Kevin L",TR,1215,1330,MWF,1300,1350,CAWF
21152,MUSE,6111,1,Fall,2021,UNIVERSITY CHORUS GRAD,"Mayhew, Paul J",,1440,1555,,,,CAWF
21153,MUSE,6112,1,Fall,2021,OPERA GRAD,"Holden, Robert",TR,1605,1720,,,,CAWF
24857,MUSE,6113,1,Fall,2021,CHAMBER SINGERS,"Coker, Kevin L",MW,1600,1730,,,,CAWF
21154,MUSE,6120,1,Fall,2021,SYMPHONY GRAD,"Getzov, Israel L",TR,1440,1555,M,1900,2130,CAWF
21156,MUSE,6121,1,Fall,2021,STRING CHAMBER MUSIC GRAD,"Hsu, Linda Y",TR,1605,1720,,,,CAWF
23197,MUSE,6121,1,Fall,2021,STRING CHAMBER MUSIC GRAD,"Getzov, Israel L",TR,1605,1720,,,,CAWF
24631,MUSE,6121,1,Fall,2021,STRING CHAMBER MUSIC,"Schnackel, Joel S",TR,1605,1720,,,,CAWF
21157,MUSE,6130,1,Fall,2021,PERC ENSEMBLE/STEEL BAND GRAD,"Tyson, Blake W",,800,915,,,,CAWF
21158,MUSE,6130,1,Fall,2021,PERC ENSEMBLE/STEEL BAND GRAD,"Tyson, Blake W",MWF,1300,1350,T,1800,2100,CAWF
21159,MUSE,6140,1,Fall,2021,ACCOMPANYING GRAD,"Murakami, Kazuo",MW,1500,1550,,,,CAWF
21160,MUSE,6141,1,Fall,2021,PIANO CHAMBER MUSIC GRAD,"Rutman, Neil C",,0,2359,,,,CAWF
21161,MUSE,6141,1,Fall,2021,PIANO CHAMBER MUSIC GRAD,"Murakami, Kazuo",,0,2359,,,,CAWF
10602,NMT,4315,3,Fall,2021,INSTRUMENTATION/STATISTICS I,"Guffey, Stephen",,0,2359,,,,MNRT
25694,NMT,4315,3,Fall,2021,INSTRUMENTATION/STATISTICS I,,,,,,,,MNRT
10603,NMT,4325,3,Fall,2021,DIAGNOSTIC NUCLEAR MED II,"Ward, Sharon",,0,2359,,,,MNRT
10604,NMT,4330,3,Fall,2021,DIAGNOSTIC NUCLEAR MED IV,"Ward, Sharon",,0,2359,,,,MNRT
10605,NMT,4410,4,Fall,2021,PRACTICUM II,"Ward, Sharon",,0,2359,,,,MNRT
25700,NMT,4415,4,Fall,2021,PATIENT CARE,"Guffey, Stephen",,,,,,,MNRT
25702,NMT,4420,4,Fall,2021,NUCLEAR PHYSICS/RADIOCHEMISTRY,"Guffey, Stephen",,,,,,,MNRT
25701,NMT,4425,4,Fall,2021,DIAGNOSTIC NUCLEAR MED I,"Guffey, Stephen",,,,,,,MNRT
10606,NMT,4430,4,Fall,2021,RADIOPHARM/RADIONUCLIDE THER,"Guffey, Stephen",,0,2359,,,,MNRT
25544,NURS,3101,1,Fall,2021,NURSING TESTS SUCCESS (I-IV),"Gatto, Susan L",,0,2359,,,,"CHNC,NURA"
23530,NURS,3205,2,Fall,2021,PHARMACOLOGY II,"Meaux, Julie B",T,900,1050,,,,"CHNC,NURA"
23531,NURS,3205,2,Fall,2021,PHARMACOLOGY II,"Meaux, Julie B",M,900,1050,,,,"CHNC,NURA"
24588,NURS,3205,2,Fall,2021,PHARMACOLOGY II,"Blackwell, Leslie M",T,900,1050,,,,"CHNC,NURA"
24589,NURS,3205,2,Fall,2021,PHARMACOLOGY II,"Blackwell, Leslie M",M,900,1050,,,,"CHNC,NURA"
23524,NURS,3303,3,Fall,2021,NURSING FUNDAMENTALS,"Ward, Emily B",M,900,1150,,,,"CHNC,NURA"
23525,NURS,3303,3,Fall,2021,NURSING FUNDAMENTALS,"Thomas, Brandis D",M,900,1150,,,,"CHNC,NURA"
24591,NURS,3303,3,Fall,2021,NURSING FUNDAMENTALS,"Ward, Emily B",T,900,1150,,,,"CHNC,NURA"
24594,NURS,3303,3,Fall,2021,NURSING FUNDAMENTALS,"Thomas, Brandis D",T,900,1150,,,,"CHNC,NURA"
23534,NURS,3304,3,Fall,2021,NURSING CARE OLDER ADULT,"Jordan, Kerry J",WR,630,1130,MW,1330,1520,"CHNC,CHNL,NURA"
23535,NURS,3304,3,Fall,2021,NURSING CARE OLDER ADULT,"Gartman, Elizabeth A",WR,630,1130,TR,1330,1520,"CHNC,CHNL,NURA"
24602,NURS,3304,3,Fall,2021,NURSING CARE OLDER ADULT,"Gartman, Elizabeth A",WR,630,1130,MW,1330,1520,"CHNC,CHNL,NURA"
24607,NURS,3304,3,Fall,2021,NURSING CARE OLDER ADULT,"Jordan, Kerry J",WR,630,1130,TR,1330,1520,"CHNC,CHNL,NURA"
23526,NURS,3405,4,Fall,2021,NURSING SKILLS,"Blackwell, Leslie M",TR,1330,1430,TR,1430,1630,"CHNC,CHNL,NURA"
23527,NURS,3405,4,Fall,2021,NURSING SKILLS,"Thomas, Brandis D",TR,1330,1430,TR,1430,1630,"CHNC,CHNL,NURA"
23528,NURS,3405,4,Fall,2021,NURSING SKILLS,"Taylor-Garza, Andrea L",TR,1330,1430,TR,1430,1630,"CHNC,CHNL,NURA"
23529,NURS,3405,4,Fall,2021,NURSING SKILLS,"Ward, Emily B",MW,1330,1430,MW,1430,1630,"CHNC,CHNL,NURA"
24616,NURS,3405,4,Fall,2021,NURSING SKILLS,"Baker, Jacob L",MW,1330,1430,MW,1430,1630,"CHNC,CHNL,NURA"
24619,NURS,3405,4,Fall,2021,NURSING SKILLS,"Nadelson, Sandra G",MW,1330,1430,MW,1430,1630,"CHNC,CHNL,NURA"
23867,NURS,3V20,1,Fall,2021,STANDARDIZED PARTICIPANTS,"Baker, Jacob L",,,,,,,"CHNC,CHNL"
23868,NURS,3V20,2,Fall,2021,STANDARDIZED PARTICIPANTS,"Baker, Jacob L",,,,,,,"CHNC,CHNL"
23870,NURS,3V20,3,Fall,2021,STANDARDIZED PARTICIPANTS,"Baker, Jacob L",,,,,,,"CHNC,CHNL"
24852,NURS,4113,1,Fall,2021,AROMATHERAPY,"Stroman, Sheila J",,0,2359,,,,
24853,NURS,4211,2,Fall,2021,GUIDED IMAGERY & SELF-HYPNOSIS,"Stroman, Sheila J",,0,2359,,,,
23509,NURS,4245,2,Fall,2021,PROFESSIONAL IDENTITY IN NSG,"Hall, Laura C",,0,2359,,,,
25698,NURS,4314,3,Fall,2021,HONORS IN NURSING,"Ashcraft, Pamela F",,0,2359,,,,"CHNC,NURA"
24179,NURS,4315,3,Fall,2021,RESEARCH AND EBP (RN's),"Nadelson, Sandra G",,0,2359,,,,"2C01,2I01"
23943,NURS,4320,3,Fall,2021,Health Policy & Issues (RN's),"Jordan, Kerry J",,0,2359,,,,2D01
13110,NURS,4325,3,Fall,2021,COMPLEMENTARY HEALTH CARE,"Stroman, Sheila J",,0,2359,,,,CHNL
23532,NURS,4335,3,Fall,2021,NURSING INFORMATICS,,,,,,,,CHNC
23533,NURS,4335,3,Fall,2021,NURSING INFORMATICS,"Dodson, Penny A",MW,1330,1620,,,,CHNC
24623,NURS,4335,3,Fall,2021,NURSING INFORMATICS,"Taylor-Garza, Andrea L",TR,1330,1620,,,,CHNC
24625,NURS,4335,3,Fall,2021,NURSING INFORMATICS,"Dodson, Penny A",TR,1330,1620,,,,CHNC
24630,NURS,4403,4,Fall,2021,MATERNAL NEWBORN NURSING,"Garrett, Erin K",MT,0,2359,WR,1330,1520,"CHNC,CHNL,NURA"
24632,NURS,4403,4,Fall,2021,MATERNAL NEWBORN NURSING,"Quinn, Kelly R",MT,0,2359,WR,1330,1520,"CHNC,CHNL,NURA"
25474,NURS,4403,4,Fall,2021,MATERNAL NEWBORN NURSING,"Garrett, Erin K",MF,0,2359,WR,1330,1520,"CHNC,CHNL,NURA"
25476,NURS,4403,4,Fall,2021,MATERNAL NEWBORN NURSING,"Quinn, Kelly R",MF,0,2359,WR,1330,1520,"CHNC,CHNL,NURA"
24639,NURS,4404,4,Fall,2021,NURSING LEADERSHIP AND MGMT,"Gray, Rebecca M",MT,0,2359,WR,1330,1620,"CHNC,CHNL,NURA"
24644,NURS,4404,4,Fall,2021,NURSING LEADERSHIP AND MGMT,"Griffith, Keitha S",MT,0,2359,WR,1330,1620,"CHNC,CHNL,NURA"
25477,NURS,4404,4,Fall,2021,NURSING LEADERSHIP AND MGMT,"Gray, Rebecca M",MF,0,2359,WR,1330,1620,"CHNC,CHNL,NURA"
25478,NURS,4404,4,Fall,2021,NURSING LEADERSHIP AND MGMT,"Griffith, Keitha S",MF,0,2359,WR,1330,1620,"CHNC,CHNL,NURA"
23944,NURS,4516,5,Fall,2021,LEADERSHIP AND RESOURCE MANAGE,"Elliff, Traci L",,0,2359,,,,"CHNC,CHNL,NURA"
24652,NURS,4525,5,Fall,2021,MEDICAL-SURGICAL NURSING II,"Tucker, Allison M",T,0,2359,TR,900,1150,"CHNC,CHNL,NURA"
24654,NURS,4525,5,Fall,2021,MEDICAL-SURGICAL NURSING II,"Fletcher, Janet S",T,0,2359,TR,900,1150,"CHNC,CHNL,NURA"
25481,NURS,4525,5,Fall,2021,MEDICAL-SURGICAL NURSING II,"Tucker, Allison M",F,0,2359,W,900,1150,"CHNC,CHNL,NURA"
25482,NURS,4525,5,Fall,2021,MEDICAL-SURGICAL NURSING II,"Fletcher, Janet S",F,0,2359,W,900,1150,"CHNC,CHNL,NURA"
25483,NURS,4525,5,Fall,2021,MEDICAL-SURGICAL NURSING II,"Beaver, Amanda S",T,0,2359,TR,900,1150,"CHNC,CHNL,NURA"
25484,NURS,4525,5,Fall,2021,MEDICAL-SURGICAL NURSING II,"Beaver, Amanda S",F,0,2359,W,900,1150,"CHNC,CHNL,NURA"
25511,NURS,4V14,2,Fall,2021,Spec Study-Caregiver Coaching,"Jordan, Kerry J",R,1200,1300,,,,"CHNC,CHNL"
13111,NURS,5325,3,Fall,2021,COMPLEMENTARY HEALTH CARE,"Stroman, Sheila J",,0,2359,,,,CHNC
23930,NURS,6306,3,Fall,2021,RESEARCH METHODS(MSN Students),"Nadelson, Sandra G",,,,,,,CHNC
23931,NURS,6306,3,Fall,2021,RESEARCH METHODS(BSN to DNP),"Ashcraft, Pamela F",,,,,,,DNPC
21497,NURS,6320,3,Fall,2021,ADVANCED PATHOPHYSIOLOGY,"Elliff, Traci L",,,,,,,DNPC
24827,NURS,6340,3,Fall,2021,CLINICAL PRACTICUM,"Gillis, Laura J",,0,2359,,,,CHNC
24828,NURS,6348,3,Fall,2021,TEACHING STRATEGIES,"Gillis, Laura J",,0,2359,,,,CHNC
24160,NURS,6420,4,Fall,2021,INTEGRATED PATHO & PHARM (MSN),"Gillis, Laura J",,0,2359,,,,CHNC
23934,NURS,6511,5,Fall,2021,INTRO TO PRIMARY CARE,"Grantham, Myra J",,,,,,,DNPC
22377,NURS,6V43,1,Fall,2021,Spec Top - Aromatherapy (1 cr),"Stroman, Sheila J",,,,,,,CHNC
22378,NURS,6V43,2,Fall,2021,Spec Top-Guided Imagery (2cr),"Stroman, Sheila J",,,,,,,CHNC
25512,NURS,6V43,2,Fall,2021,Spec Study-Caregiver Coaching,"Jordan, Kerry J",R,1200,1300,,,,"CHNC,CHNL"
25490,NURS,7120,1,Fall,2021,DNP PROJECT,"Dodson, Penny A",,0,2359,,,,DNPC
25491,NURS,7120,1,Fall,2021,DNP PROJECT,"Hall, Laura C",,0,2359,,,,DNPC
24424,NURS,7315,3,Fall,2021,HEALTHCARE QUALITY(BSN TO DNP),"Langster, Holly J",,0,2359,,,,DNPC
25485,NURS,7315,3,Fall,2021,HEALTHCARE QUALITY for PM-DNP,"Langster, Holly J",,0,2359,,,,DNPC
25489,NURS,7325,3,Fall,2021,ETHICS,"Ashcraft, Pamela F",,0,2359,,,,DNPC
22465,NURS,7350,3,Fall,2021,TRANSLATIONAL RESEARCH-BSN-DNP,"Harris, Stacy E",,,,,,,DNPC
25486,NURS,7350,3,Fall,2021,TRANSLATIONAL RESEARCH(PM-DNP),"Hall, Laura C",,0,2359,,,,DNPC
25488,NURS,7513,5,Fall,2021,CARE OF ADULTS II,"Harris, Stacy E",,0,2359,,,,"CHNC,CHNL,DNPC"
23201,NURS,7V15,1,Fall,2021,DNP CLINICAL INTERNSHIP (1),"Hall, Laura C",,,,,,,DNPC
25487,NURS,7V15,1,Fall,2021,DNP CLINICAL INTERNSHIP,"Dodson, Penny A",,0,2359,,,,DNPC
23554,NUTR,1100,1,Fall,2021,INTRODUCTION TO DIETETICS,"Alsbrook, Stephanie D",T,800,850,,,,CHFC
24507,NUTR,1300,3,Fall,2021,FOUNDATIONS OF NUTRITION,"Snyder, Tiffanie D",TR,925,1040,,,,"1R01,CHFC,CHFL,FACS"
24509,NUTR,1300,3,Fall,2021,FOUNDATIONS OF NUTRITION,"Meek, Laura L",TR,925,1040,,,,"1R01,CHFC,CHFL,FACS"
24511,NUTR,1300,3,Fall,2021,FOUNDATIONS OF NUTRITION,"Snyder, Tiffanie D",TR,1215,1330,,,,"1R01,CHFC,CHFL,FACS"
24512,NUTR,1300,3,Fall,2021,FOUNDATIONS OF NUTRITION,"Meek, Laura L",TR,1215,1330,,,,"1R01,CHFC,CHFL,FACS"
24513,NUTR,1300,3,Fall,2021,FOUNDATIONS OF NUTRITION,"Snyder, Tiffanie D",TR,1050,1205,,,,"1R01,CHFC,CHFL,FACS"
25259,NUTR,1300,3,Fall,2021,FOUNDATIONS OF NUTRITION,"Meek, Laura L",T,1500,1750,,,,"1R01,CHFC,CHFL,FACS"
25741,NUTR,1300,3,Fall,2021,FOUNDATIONS OF NUTRITION,"Alsbrook, Stephanie D",TR,1050,1205,,,,"1R01,CHFC,CHFL,FACS"
25761,NUTR,1300,3,Fall,2021,FOUNDATIONS OF NUTRITION,"Alsbrook, Stephanie D",MWF,1100,1150,,,,"1R01,CHFC,CHFL,FACS"
15597,NUTR,2311,3,Fall,2021,MEAL MANAGEMENT,"Faulkner, Khandra D",M,800,1050,,,,"CHFC,CHFL,FACS"
23564,NUTR,2311,3,Fall,2021,MEAL MANAGEMENT,"Faulkner, Khandra D",M,1800,2050,,,,"CHFC,CHFL,FACS"
23566,NUTR,3310,3,Fall,2021,FOOD SCIENCE,"Faulkner, Khandra D",W,800,1050,,,,"CHFC,CHFL"
19854,NUTR,3350,3,Fall,2021,COMMUNITY NUTRITION,"Schichtl, Rachel",,0,2359,,,,"CHFC,CHFL,FACS"
25565,NUTR,3350,3,Fall,2021,COMMUNITY NUTRITION,"Schichtl, Rachel",,0,2359,,,,"CHFC,CHFL,FACS"
24514,NUTR,3370,3,Fall,2021,LIFECYCLE NUTRITION I,"Faulkner, Khandra D",TR,800,915,,,,"CHFC,CHFL,FACS"
24525,NUTR,3371,3,Fall,2021,NUTRITION COUNSELING,"Meek, Laura L",M,1300,1600,,,,"CHFC,CHFL"
24523,NUTR,3375,3,Fall,2021,LIFECYCLE NUTRITION II,"Faulkner, Khandra D",T,925,1040,,,,"CHFC,CHFL"
15445,NUTR,3380,3,Fall,2021,FOOD ECONOMICS,"Alsbrook, Stephanie D",TR,1215,1330,,,,"CHFC,CHFL,FACS"
15447,NUTR,3390,3,Fall,2021,NUTRITION AND METABOLISM,"Mayo, Jerry J",TR,800,915,,,,"CHFC,CHFL"
15448,NUTR,4301,3,Fall,2021,RESEARCH IN FACS/NUTRITION,"Roofe, Nina L",,0,2359,,,,"CHFC,FACS"
24515,NUTR,4315,3,Fall,2021,SPORTS NUTRITION,"Mayo, Jerry J",TR,925,1040,,,,"CHFC,CHFL"
15455,NUTR,4321,3,Fall,2021,NUTRITION SERVICES ADMIN,,,,,,,,"5S01,CHFL,FACS"
15456,NUTR,4325,3,Fall,2021,MEDICAL NUTRITION THERAPY I,"Meek, Laura L",TR,1050,1205,,,,"CHFC,CHFL"
24921,NUTR,4330,3,Fall,2021,Community Nutrition Practicum,,,,,,,,"5S01,CHFC,CHFL"
25673,NUTR,4330,3,Fall,2021,WORKSHOP (Experimental Foods),"Schichtl, Rachel",F,900,1200,,,,"CHFC,CHFL"
24517,NUTR,4335,3,Fall,2021,NUTRITION SENIOR SEMINAR,,,,,,,,"2Z01,CHFC,CHFL"
25297,NUTR,4339,3,Fall,2021,COMMUNITY NUTRITION PRACTICUM,"Alsbrook, Stephanie D",,0,2359,,,,"2Z01,CHFC,CHFL"
15458,NUTR,4351,3,Fall,2021,EXPERIMENTAL FOOD SCIENCE,,,,,,,,CHFL
15460,NUTR,4374,3,Fall,2021,MEDICAL NUTRITION THERAPY II,,,,,,,,CHFL
24520,NUTR,4395,3,Fall,2021,NUTRITION CONTEMPORARY ISSUES,"Snyder, Tiffanie D",,0,2359,,,,"2D01,CHFC,CHFL,FACS"
24479,NUTR,5324,3,Fall,2021,NUTRITION ASSESSMENT,"Roofe, Nina L",,0,2359,,,,"CHFC,CHFL"
24478,NUTR,5375,3,Fall,2021,NUTRITION IN EXERCISE & SPORTS,"Mayo, Jerry J",,0,2359,,,,"CHFC,CHFL"
25128,NUTR,5V18,3,Fall,2021,CLINICAL NUTRITION PRACTICUM,,,,,,,,CHFC
25151,NUTR,5V20,1,Fall,2021,DIETETIC INTERNSHIP PRACTICUM,"Landry, Alicia S",,0,2359,,,,CHFC
25249,NUTR,5V20,3,Fall,2021,DIETETIC INTERNSHIP PRACTICUM,"Landry, Alicia S",,0,2359,,,,CHFC
25250,NUTR,5V20,6,Fall,2021,DIETETIC INTERNSHIP PRACTICUM,"Landry, Alicia S",,0,2359,,,,CHFC
25251,NUTR,5V20,9,Fall,2021,DIETETIC INTERNSHIP PRACTICUM,"Landry, Alicia S",,0,2359,,,,CHFC
